movie_id,title,action,adventure,animation,children,comedy,crime,documentary,drama,fantasy,film_noir,horror,musical,mystery,romance,sci_fi,thriller,war,western
1394,Swept from the Sea (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
744,Michael Collins (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1606,Deceiver (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,Star Wars (1977),1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
189,"Grand Day Out, A (1992)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
483,Casablanca (1942),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
893,For Richer or Poorer (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
614,Giant (1956),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1628,Lamerica (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1347,"Ballad of Narayama, The (Narayama Bushiko) (1958)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1209,Mixed Nuts (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
889,"Tango Lesson, The (1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
382,"Adventures of Priscilla, Queen of the Desert, The (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1497,"Line King: Al Hirschfeld, The (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
989,Cats Don't Dance (1997),0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
272,Good Will Hunting (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71,"Lion King, The (1994)",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
428,Harold and Maude (1971),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,Some Kind of Wonderful (1987),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
630,"Great Race, The (1965)",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1572,Wend Kuuni (God's Gift) (1982),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
678,Volcano (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1622,"Paris, France (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,Grosse Fatigue (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,She's the One (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
904,Ma vie en rose (My Life in Pink) (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1266,Bread and Chocolate (Pane e cioccolata) (1973),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1168,Little Buddha (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1651,"Spanish Prisoner, The (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
495,Around the World in 80 Days (1956),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
702,Barcelona (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1306,Delta of Venus (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
480,North by Northwest (1959),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1122,They Made Me a Criminal (1939),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1103,Trust (1990),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1118,Up in Smoke (1978),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,Robocop 3 (1993),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
163,"Return of the Pink Panther, The (1974)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
351,"Prophecy II, The (1998)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
186,"Blues Brothers, The (1980)",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1212,Flesh and Bone (1993),0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1174,Caught (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
24,Rumble in the Bronx (1995),1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
975,Fear (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
395,Robin Hood: Men in Tights (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,Nothing Personal (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1443,8 Seconds (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
979,"Trigger Effect, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
100,Fargo (1996),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1359,Boys in Venice (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
238,Raising Arizona (1987),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66,While You Were Sleeping (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
965,Funny Face (1957),0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
586,Terminal Velocity (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,Deconstructing Harry (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
571,Another Stakeout (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1337,Larger Than Life (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
262,In the Company of Men (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
434,Forbidden Planet (1956),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1112,Cobb (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1382,"Bonheur, Le (1965)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
833,Bulletproof (1996),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,Dead Man (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,Belle de jour (1967),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
902,"Big Lebowski, The (1998)",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
695,Kicking and Screaming (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1055,"Simple Twist of Fate, A (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1429,Sliding Doors (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
594,Heavy (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
31,Crimson Tide (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
260,Event Horizon (1997),1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
367,Clueless (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
372,Jeffrey (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,Blink (1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1310,"Walk in the Sun, A (1945)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
766,Man of the Year (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
814,"Great Day in Harlem, A (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1091,Pete's Dragon (1977),0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
552,Species (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
416,Old Yeller (1957),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1084,Anne Frank Remembered (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1312,"Pompatus of Love, The (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
375,Showgirls (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1377,Hotel de Love (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1191,"Letter From Death Row, A (1998)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1075,"Man of No Importance, A (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
602,"American in Paris, An (1951)",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
304,Fly Away Home (1996),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,"Journey of August King, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1189,Prefontaine (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1348,Every Other Weekend (1990),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33,Desperado (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
681,Wishmaster (1997),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1090,Sliver (1993),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
299,Hoodlum (1997),0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
917,Mercury Rising (1998),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1376,Meet Wally Sparks (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
938,"Smile Like Yours, A (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1664,8 Heads in a Duffel Bag (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1085,Carried Away (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
584,"Secret Garden, The (1993)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45,Eat Drink Man Woman (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
926,Down Periscope (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
591,Primal Fear (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
427,To Kill a Mockingbird (1962),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
440,Amityville II: The Possession (1982),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1261,"Run of the Country, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
515,"Boot, Das (1981)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
116,Cold Comfort Farm (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Three Colors: Blue (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
290,Fierce Creatures (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Four Weddings and a Funeral (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1534,Twin Town (1997),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
706,Bad Moon (1996),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
835,"Gay Divorcee, The (1934)",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
417,"Parent Trap, The (1961)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1356,Ed's Next Move (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,For the Moment (1994),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
753,Burnt By the Sun (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
486,Sabrina (1954),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
136,Mr. Smith Goes to Washington (1939),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1023,Fathers' Day (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,Dream Man (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1510,Mad Dog Time (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
600,Daniel Defoe's Robinson Crusoe (1996),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,Hackers (1995),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
79,"Fugitive, The (1993)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
174,Raiders of the Lost Ark (1981),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,Singin' in the Rain (1952),0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
558,Heavenly Creatures (1994),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
169,"Wrong Trousers, The (1993)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1676,"War at Home, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
999,Clean Slate (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,Clean Slate (Coup de Torchon) (1981),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
830,Power 98 (1995),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
987,Underworld (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1198,Purple Noon (1960),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1320,Homage (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1662,Rough Magic (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
125,Phenomenon (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1564,To Cross the Rubicon (1991),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
627,Robin Hood: Prince of Thieves (1991),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
430,Duck Soup (1933),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
644,"Thin Blue Line, The (1988)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1011,2 Days in the Valley (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1132,Feeling Minnesota (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1476,Raw Deal (1948),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1024,Mrs. Dalloway (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
353,Deep Rising (1998),1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
423,E.T. the Extra-Terrestrial (1982),0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
998,Cabin Boy (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,Mat' i syn (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
888,One Night Stand (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
803,Heaven & Earth (1993),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1520,"Fear, The (1995)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1254,Gone Fishin' (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,Six Degrees of Separation (1993),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1273,Color of Night (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
204,Back to the Future (1985),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
383,"Flintstones, The (1994)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
837,Meet John Doe (1941),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
74,Faster Pussycat! Kill! Kill! (1965),1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
110,Operation Dumbo Drop (1995),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
271,Starship Troopers (1997),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1415,"Next Karate Kid, The (1994)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,Thirty-Two Short Films About Glenn Gould (1993),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1041,Forget Paris (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
670,Body Snatchers (1993),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1346,Dingo (1992),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1146,Calendar Girl (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
527,Gandhi (1982),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,"Madness of King George, The (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
426,"Transformers: The Movie, The (1986)",1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
77,"Firm, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
332,Kiss the Girls (1997),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1097,"Hate (Haine, La) (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1190,That Old Feeling (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1459,Madame Butterfly (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
533,"Daytrippers, The (1996)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
221,Breaking the Waves (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
124,Lone Star (1996),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
597,Eraser (1996),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1439,Jason's Lyric (1994),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
618,Picnic (1955),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
990,Anna Karenina (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1002,"Pest, The (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
213,"Room with a View, A (1986)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
539,Mouse Hunt (1997),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
412,"Very Brady Sequel, A (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
758,Lawnmower Man 2: Beyond Cyberspace (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
669,Body Parts (1991),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1353,1-900 (1994),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
782,Little Odessa (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
482,Some Like It Hot (1959),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
868,Hearts and Minds (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
252,"Lost World: Jurassic Park, The (1997)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1104,C'est arrivé près de chez vous (1992),0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
68,"Crow, The (1994)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
211,M*A*S*H (1970),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
